K,unsatisfied,Payoffs,TotalBM,GreenPatches,beta.i,k.i,numLoggers,numCheaters
5.81,0,50,51115.5,2575,0.60394883,0,2,0
5.81,0,50,51124,2577,0.60394883,0,2,0
5.81,0,50,51160.5,2578,0.60394883,0,2,0
5.81,1,40,51206.5,2580,0.60394883,0,2,0
5.81,0,50,51227.5,2580,0.60394883,0,2,0
5.81,0,50,51242,2582,0.60394883,0,2,0
5.81,0,50,51255.5,2580,0.60394883,0,2,0
5.81,1,25,51296,2579,0.60394883,0,2,0
5.81,0,50,51285,2581,0.60394883,0,2,0
5.81,0,50,51283,2582,0.60394883,0,2,0
5.81,0,50,51269.5,2578,0.60394883,0,2,0
5.81,0,50,51277,2582,0.60394883,0,2,0
5.81,0,50,51305,2586,0.60394883,0,2,0
5.81,0,50,51298.5,2581,0.60394883,0,2,0
5.81,0,50,51292,2579,0.60394883,0,2,0
5.81,0,50,51290.5,2584,0.60394883,0,2,0
5.81,1,40,51309.5,2586,0.60394883,0,2,0
5.81,0,40,51325.5,2581,0.60394883,0,2,0
5.81,1,30,51358.5,2582,0.60394883,0,2,0
5.81,0,46.5,51347.5,2582,0.60394883,0,2,0
5.81,0,50,51308,2583,0.60394883,0,2,0
5.81,0,30,51339.5,2585,0.60394883,0,2,0
5.81,0,50,51328,2582,0.60394883,0,2,0
5.81,0,50,51315,2580,0.60394883,0,2,0
5.81,0,50,51288,2580,0.60394883,0,2,0
5.81,0,37.5,51287.5,2582,0.60394883,0,2,0
5.81,0,40,51296,2582,0.60394883,0,2,0
5.81,0,40,51300.5,2581,0.60394883,0,2,0
5.81,0,40,51311,2581,0.60394883,0,2,0
5.81,0,50,51284.5,2579,0.60394883,0,2,0
5.81,0,50,51258,2580,0.60394883,0,2,0
5.81,0,50,51237,2578,0.60394883,0,2,0
5.81,0,50,51216,2576,0.60394883,0,2,0
5.81,0,50,51202,2577,0.60394883,0,2,0
5.81,0,50,51184,2577,0.60394883,0,2,0
5.81,0,50,51179.5,2578,0.60394883,0,2,0
5.81,0,36,51226.5,2582,0.60394883,0,2,0
5.81,0,46.25,51248,2581,0.60394883,0,2,0
5.81,0,50,51268.5,2584,0.60394883,0,2,0
5.81,0,50,51286,2583,0.60394883,0,2,0
5.81,0,50,51282,2580,0.60394883,0,2,0
5.81,0,50,51267.5,2578,0.60394883,0,2,0
5.81,0,50,51243.5,2577,0.60394883,0,2,0
5.81,0,49.25,51219.5,2579,0.60394883,0,2,0
5.81,0,50,51209,2576,0.60394883,0,2,0
5.81,0,50,51214.5,2579,0.60394883,0,2,0
5.81,0,40,51239.5,2579,0.60394883,0,2,0
5.81,0,50,51253.5,2581,0.60394883,0,2,0
5.81,0,50,51242.5,2577,0.60394883,0,2,0
5.81,0,30,51257.5,2575,0.60394883,0,2,0
5.81,0,50,51220,2575,0.60394883,0,2,0
5.81,0,37.5,51196.5,2576,0.60394883,0,2,0
5.81,0,50,51182.5,2580,0.60394883,0,2,0
5.81,0,48,51178.5,2576,0.60394883,0,2,0
5.81,1,30,51213,2577,0.60394883,0,2,0
5.81,0,50,51196.5,2573,0.60394883,0,2,0
5.81,0,50,51178,2575,0.60394883,0,2,0
5.81,0,50,51154.5,2572,0.60394883,0,2,0
5.81,0,50,51143.5,2579,0.60394883,0,2,0
5.81,1,34,51201.5,2581,0.60394883,0,2,0
5.81,0,50,51199,2577,0.60394883,0,2,0
5.81,0,50,51195.5,2575,0.60394883,0,2,0
5.81,0,50,51197,2577,0.60394883,0,2,0
5.81,0,50,51185.5,2579,0.60394883,0,2,0
5.81,0,50,51187.5,2578,0.60394883,0,2,0
5.81,0,50,51223.5,2581,0.60394883,0,2,0
5.81,0,50,51228,2578,0.60394883,0,2,0
5.81,0,50,51229,2578,0.60394883,0,2,0
5.81,0,40,51236,2578,0.60394883,0,2,0
5.81,1,40,51265.5,2585,0.60394883,0,2,0
5.81,0,50,51300.5,2586,0.60394883,0,2,0
5.81,0,50,51317,2582,0.60394883,0,2,0
5.81,0,30,51368.5,2584,0.60394883,0,2,0
5.81,0,40,51374,2587,0.60394883,0,2,0
5.81,0,50,51342,2582,0.60394883,0,2,0
5.81,0,50,51306,2580,0.60394883,0,2,0
5.81,1,40,51304.5,2582,0.60394883,0,2,0
5.81,0,50,51294,2584,0.60394883,0,2,0
5.81,0,50,51282,2583,0.60394883,0,2,0
5.81,0,46.5,51314.5,2587,0.60394883,0,2,0
5.81,0,40,51361,2589,0.60394883,0,2,0
5.81,0,45.5,51370.5,2584,0.60394883,0,2,0
5.81,0,50,51358,2580,0.60394883,0,2,0
5.81,0,49.75,51335,2582,0.60394883,0,2,0
5.81,0,40,51303,2578,0.60394883,0,2,0
5.81,0,40,51279.5,2579,0.60394883,0,2,0
5.81,0,50,51274.5,2583,0.60394883,0,2,0
5.81,0,50,51280.5,2585,0.60394883,0,2,0
5.81,0,50,51297.5,2583,0.60394883,0,2,0
5.81,0,40,51331,2581,0.60394883,0,2,0
5.81,0,50,51314.5,2579,0.60394883,0,2,0
5.81,0,50,51277,2577,0.60394883,0,2,0
5.81,1,40,51267.5,2582,0.60394883,0,2,0
5.81,0,50,51249,2580,0.60394883,0,2,0
5.81,0,50,51221,2575,0.60394883,0,2,0
5.81,0,50,51220,2577,0.60394883,0,2,0
5.81,0,50,51209,2578,0.60394883,0,2,0
5.81,0,33,51232,2581,0.60394883,0,2,0
5.81,0,50,51242,2579,0.60394883,0,2,0
5.81,1,40,51258.5,2580,0.60394883,0,2,0
5.81,0,50,51251,2579,0.60394883,0,2,0
5.81,1,40,51260.5,2580,0.60394883,0,2,0
5.81,0,46,51267.5,2582,0.60394883,0,2,0
5.81,0,40,51274,2580,0.60394883,0,2,0
5.81,0,50,51271.5,2581,0.60394883,0,2,0
5.81,0,50,51269,2580,0.60394883,0,2,0
5.81,0,50,51250,2580,0.60394883,0,2,0
5.81,0,50,51240,2578,0.60394883,0,2,0
5.81,0,50,51251,2583,0.60394883,0,2,0
5.81,1,30,51297,2583,0.60394883,0,2,0
5.81,0,50,51290.5,2580,0.60394883,0,2,0
5.81,0,40,51308,2583,0.60394883,0,2,0
5.81,0,50,51298,2583,0.60394883,0,2,0
5.81,0,50,51288,2584,0.60394883,0,2,0
5.81,0,50,51287.5,2580,0.60394883,0,2,0
5.81,0,50,51285,2582,0.60394883,0,2,0
5.81,0,50,51275,2580,0.60394883,0,2,0
5.81,0,30,51292.5,2579,0.60394883,0,2,0
5.81,0,50,51271.5,2579,0.60394883,0,2,0
5.81,0,50,51243,2579,0.60394883,0,2,0
5.81,0,37.75,51254.5,2579,0.60394883,0,2,0
5.81,0,37.75,51255.5,2578,0.60394883,0,2,0
5.81,0,40,51247.5,2575,0.60394883,0,2,0
5.81,0,50,51247.5,2583,0.60394883,0,2,0
5.81,0,50,51252.5,2584,0.60394883,0,2,0
5.81,0,50,51254,2580,0.60394883,0,2,0
5.81,0,50,51264.5,2579,0.60394883,0,2,0
5.81,0,50,51248.5,2577,0.60394883,0,2,0
5.81,0,33.25,51234.5,2576,0.60394883,0,2,0
5.81,0,50,51201,2574,0.60394883,0,2,0
5.81,0,50,51168.5,2575,0.60394883,0,2,0
5.81,0,50,51154.5,2576,0.60394883,0,2,0
5.81,0,39,51187.5,2576,0.60394883,0,2,0
5.81,0,50,51196,2580,0.60394883,0,2,0
5.81,0,50,51210.5,2580,0.60394883,0,2,0
5.81,0,48.5,51243,2583,0.60394883,0,2,0
5.81,0,50,51274,2583,0.60394883,0,2,0
5.81,0,50,51278.5,2579,0.60394883,0,2,0
5.81,0,50,51268.5,2577,0.60394883,0,2,0
5.81,0,50,51226.5,2576,0.60394883,0,2,0
5.81,0,40,51219.5,2580,0.60394883,0,2,0
5.81,0,50,51215.5,2581,0.60394883,0,2,0
5.81,1,40,51249,2580,0.60394883,0,2,0
5.81,0,50,51260,2579,0.60394883,0,2,0
5.81,1,40,51274.5,2578,0.60394883,0,2,0
5.81,0,50,51262,2581,0.60394883,0,2,0
5.81,1,40,51292.5,2587,0.60394883,0,2,0
5.81,0,50,51310,2585,0.60394883,0,2,0
5.81,0,50,51310.5,2580,0.60394883,0,2,0
5.81,1,40,51319,2582,0.60394883,0,2,0
5.81,0,50,51302.5,2584,0.60394883,0,2,0
5.81,0,43.5,51291.5,2581,0.60394883,0,2,0
5.81,0,50,51266,2578,0.60394883,0,2,0
5.81,0,50,51253,2581,0.60394883,0,2,0
5.81,1,40,51279,2585,0.60394883,0,2,0
5.81,0,50,51282.5,2582,0.60394883,0,2,0
5.81,0,50,51294,2581,0.60394883,0,2,0
5.81,0,50,51308.5,2583,0.60394883,0,2,0
5.81,0,50,51292.5,2582,0.60394883,0,2,0
5.81,0,40,51300,2581,0.60394883,0,2,0
5.81,0,50,51279,2578,0.60394883,0,2,0
5.81,0,30,51304.5,2584,0.60394883,0,2,0
5.81,0,50,51310,2587,0.60394883,0,2,0
5.81,0,50,51301.5,2581,0.60394883,0,2,0
5.81,0,50,51306.5,2580,0.60394883,0,2,0
5.81,0,50,51285,2580,0.60394883,0,2,0
5.81,0,50,51255.5,2580,0.60394883,0,2,0
5.81,0,50,51245,2581,0.60394883,0,2,0
5.81,0,30,51279,2582,0.60394883,0,2,0
5.81,0,50,51284,2582,0.60394883,0,2,0
5.81,0,50,51278.5,2580,0.60394883,0,2,0
5.81,0,50,51279,2582,0.60394883,0,2,0
5.81,0,50,51269.5,2580,0.60394883,0,2,0
5.81,0,50,51253,2577,0.60394883,0,2,0
5.81,0,50,51214.5,2574,0.60394883,0,2,0
5.81,0,50,51188.5,2575,0.60394883,0,2,0
5.81,0,50,51158.5,2575,0.60394883,0,2,0
5.81,0,50,51145.5,2576,0.60394883,0,2,0
5.81,0,50,51168.5,2578,0.60394883,0,2,0
5.81,1,29,51238.5,2584,0.60394883,0,2,0
5.81,0,50,51258.5,2580,0.60394883,0,2,0
5.81,0,50,51282,2582,0.60394883,0,2,0
5.81,0,45.25,51283.5,2580,0.60394883,0,2,0
5.81,0,50,51255.5,2577,0.60394883,0,2,0
5.81,0,50,51257,2580,0.60394883,0,2,0
5.81,0,50,51224,2576,0.60394883,0,2,0
5.81,0,50,51194,2573,0.60394883,0,2,0
5.81,1,42,51186,2576,0.60394883,0,2,0
5.81,0,50,51193,2585,0.60394883,0,2,0
5.81,0,50,51235,2586,0.60394883,0,2,0
5.81,0,50,51292,2585,0.60394883,0,2,0
5.81,0,50,51317.5,2579,0.60394883,0,2,0
5.81,0,40,51320.5,2579,0.60394883,0,2,0
5.81,0,50,51292.5,2581,0.60394883,0,2,0
5.81,0,50,51271,2583,0.60394883,0,2,0
5.81,0,40,51300.5,2586,0.60394883,0,2,0
5.81,0,49.5,51311.5,2584,0.60394883,0,2,0
5.81,0,50,51326.5,2586,0.60394883,0,2,0
5.81,0,50,51331.5,2583,0.60394883,0,2,0
5.81,0,50,51324.5,2584,0.60394883,0,2,0
5.81,0,40,51348.5,2586,0.60394883,0,2,0
5.81,0,50,51341.5,2585,0.60394883,0,2,0
5.81,0,50,51326.5,2580,0.60394883,0,2,0
5.81,0,50,51301.5,2580,0.60394883,0,2,0
5.81,0,50,51284,2581,0.60394883,0,2,0
5.81,0,40,51290.5,2584,0.60394883,0,2,0
5.81,0,50,51282.5,2582,0.60394883,0,2,0
5.81,0,40,51295,2580,0.60394883,0,2,0
5.81,0,50,51279.5,2579,0.60394883,0,2,0
5.81,0,40,51290.5,2584,0.60394883,0,2,0
5.81,0,50,51268,2578,0.60394883,0,2,0
5.81,0,50,51240,2576,0.60394883,0,2,0
5.81,0,40,51213.5,2574,0.60394883,0,2,0
5.81,0,50,51159,2572,0.60394883,0,2,0
5.81,0,50,51130.5,2574,0.60394883,0,2,0
5.81,0,50,51138,2579,0.60394883,0,2,0
5.81,0,40,51178,2578,0.60394883,0,2,0
5.81,0,50,51195.5,2577,0.60394883,0,2,0
5.81,0,50,51190.5,2575,0.60394883,0,2,0
5.81,1,35.5,51202.5,2577,0.60394883,0,2,0
5.81,1,40,51200.5,2575,0.60394883,0,2,0
5.81,1,30,51224.5,2580,0.60394883,0,2,0
5.81,0,50,51236,2581,0.60394883,0,2,0
5.81,0,50,51240,2581,0.60394883,0,2,0
5.81,0,50,51267.5,2585,0.60394883,0,2,0
5.81,0,48.5,51306,2585,0.60394883,0,2,0
5.81,0,50,51318,2582,0.60394883,0,2,0
5.81,0,50,51324.5,2582,0.60394883,0,2,0
5.81,0,50,51303,2581,0.60394883,0,2,0
5.81,1,40,51300,2581,0.60394883,0,2,0
5.81,0,50,51301,2583,0.60394883,0,2,0
5.81,1,40,51306.5,2579,0.60394883,0,2,0
5.81,0,40,51307.5,2580,0.60394883,0,2,0
5.81,0,50,51281,2577,0.60394883,0,2,0
5.81,1,40,51269,2579,0.60394883,0,2,0
5.81,0,50,51238.5,2579,0.60394883,0,2,0
5.81,0,50,51240,2580,0.60394883,0,2,0
5.81,0,46.25,51243,2580,0.60394883,0,2,0
5.81,0,50,51243,2582,0.60394883,0,2,0
5.81,0,50,51247,2578,0.60394883,0,2,0
5.81,1,24,51286,2580,0.60394883,0,2,0
5.81,0,50,51279,2580,0.60394883,0,2,0
5.81,0,50,51276.5,2583,0.60394883,0,2,0
5.81,0,50,51280.5,2581,0.60394883,0,2,0
5.81,0,50,51291.5,2582,0.60394883,0,2,0
5.81,0,46.25,51301,2582,0.60394883,0,2,0
5.81,0,50,51287,2583,0.60394883,0,2,0
5.81,0,50,51284,2581,0.60394883,0,2,0
5.81,0,50,51263.5,2578,0.60394883,0,2,0
5.81,0,50,51255,2579,0.60394883,0,2,0
5.81,0,50,51255.5,2581,0.60394883,0,2,0
5.81,0,50,51242,2578,0.60394883,0,2,0
5.81,0,50,51218,2573,0.60394883,0,2,0
5.81,1,40,51219.5,2578,0.60394883,0,2,0
5.81,0,50,51197.5,2578,0.60394883,0,2,0
5.81,0,40,51194,2577,0.60394883,0,2,0
5.81,0,50,51194,2576,0.60394883,0,2,0
5.81,0,50,51171,2574,0.60394883,0,2,0
5.81,0,33.5,51189.5,2575,0.60394883,0,2,0
5.81,0,50,51149.5,2571,0.60394883,0,2,0
5.81,0,20,51186.5,2576,0.60394883,0,2,0
5.81,0,50,51191,2578,0.60394883,0,2,0
5.81,0,50,51201,2579,0.60394883,0,2,0
5.81,0,50,51222,2579,0.60394883,0,2,0
5.81,0,50,51246.5,2582,0.60394883,0,2,0
5.81,0,40,51271.5,2579,0.60394883,0,2,0
5.81,0,50,51256,2580,0.60394883,0,2,0
5.81,0,50,51256,2580,0.60394883,0,2,0
5.81,0,50,51249,2581,0.60394883,0,2,0
5.81,0,50,51247,2581,0.60394883,0,2,0
5.81,0,40,51255.5,2577,0.60394883,0,2,0
5.81,0,50,51244.5,2579,0.60394883,0,2,0
5.81,0,50,51235,2580,0.60394883,0,2,0
5.81,0,40,51252.5,2581,0.60394883,0,2,0
5.81,0,40,51275.5,2582,0.60394883,0,2,0
5.81,0,50,51299.5,2586,0.60394883,0,2,0
5.81,0,40,51322,2583,0.60394883,0,2,0
5.81,1,30,51359.5,2585,0.60394883,0,2,0
5.81,0,40,51363,2581,0.60394883,0,2,0
5.81,0,50,51305,2576,0.60394883,0,2,0
5.81,0,50,51263,2582,0.60394883,0,2,0
5.81,0,50,51231.5,2579,0.60394883,0,2,0
5.81,1,40,51221.5,2577,0.60394883,0,2,0
5.81,0,50,51213,2576,0.60394883,0,2,0
5.81,0,40,51223.5,2579,0.60394883,0,2,0
5.81,0,47.75,51212,2579,0.60394883,0,2,0
5.81,0,50,51236.5,2582,0.60394883,0,2,0
5.81,0,50,51261.5,2584,0.60394883,0,2,0
5.81,0,50,51285,2584,0.60394883,0,2,0
5.81,0,50,51291.5,2579,0.60394883,0,2,0
5.81,1,40,51274.5,2575,0.60394883,0,2,0
5.81,0,36.75,51271,2580,0.60394883,0,2,0
5.81,0,50,51246,2582,0.60394883,0,2,0
5.81,1,40,51265.5,2583,0.60394883,0,2,0
5.81,0,50,51276,2581,0.60394883,0,2,0
5.81,1,30,51334.5,2584,0.60394883,0,2,0
5.81,0,50.75,51333.5,2583,0.60394883,0,2,1
5.81,0,50,51323.5,2583,0.60394883,0,2,0
5.81,0,50,51326.5,2583,0.60394883,0,2,0
5.81,0,50,51306,2582,0.60394883,0,2,0
5.81,0,50,51288.5,2580,0.60394883,0,2,0
5.81,0,50,51262.5,2578,0.60394883,0,2,0
5.81,0,50,51224.5,2574,0.60394883,0,2,0
5.81,0,29,51227.5,2575,0.60394883,0,2,0
5.81,0,43.75,51214.5,2580,0.60394883,0,2,0
5.81,0,50,51194,2578,0.60394883,0,2,0
5.81,0,50,51197,2577,0.60394883,0,2,0
5.81,0,50,51207,2577,0.60394883,0,2,0
5.81,0,50,51204.5,2579,0.60394883,0,2,0
5.81,0,50,51224.5,2582,0.60394883,0,2,0
5.81,0,50,51239,2581,0.60394883,0,2,0
5.81,0,40,51272.5,2583,0.60394883,0,2,0
5.81,0,50,51285.5,2580,0.60394883,0,2,0
5.81,0,50,51278,2583,0.60394883,0,2,0
5.81,1,40,51294.5,2581,0.60394883,0,2,0
5.81,0,50,51290,2582,0.60394883,0,2,0
5.81,0,50,51298.5,2584,0.60394883,0,2,0
5.81,0,40,51329,2586,0.60394883,0,2,0
5.81,0,50,51331.5,2582,0.60394883,0,2,0
5.81,0,50,51319,2579,0.60394883,0,2,0
5.81,0,40,51336,2585,0.60394883,0,2,0
5.81,0,50,51323,2583,0.60394883,0,2,0
5.81,0,50,51297.5,2581,0.60394883,0,2,0
5.81,0,37.25,51320,2580,0.60394883,0,2,0
5.81,0,50,51285,2580,0.60394883,0,2,0
5.81,0,50,51271.5,2584,0.60394883,0,2,0
5.81,1,40,51298.5,2584,0.60394883,0,2,0
5.81,0,50,51304,2584,0.60394883,0,2,0
5.81,0,44.5,51323,2580,0.60394883,0,2,0
5.81,0,50,51300.5,2580,0.60394883,0,2,0
5.81,0,50,51281,2580,0.60394883,0,2,0
5.81,0,50,51260.5,2580,0.60394883,0,2,0
5.81,0,50,51256.5,2581,0.60394883,0,2,0
5.81,0,50,51263,2581,0.60394883,0,2,0
5.81,0,40,51293.5,2585,0.60394883,0,2,0
5.81,0,40,51327.5,2584,0.60394883,0,2,0
5.81,1,40,51348,2584,0.60394883,0,2,0
5.81,0,40,51370,2586,0.60394883,0,2,0
5.81,0,50,51352.5,2583,0.60394883,0,2,0
5.81,0,50,51331.5,2584,0.60394883,0,2,0
5.81,1,40,51341.5,2585,0.60394883,0,2,0
5.81,0,40,51358,2586,0.60394883,0,2,0
5.81,0,50,51361,2587,0.60394883,0,2,0
5.81,0,50,51372,2587,0.60394883,0,2,0
5.81,0,43.75,51385.5,2585,0.60394883,0,2,0
5.81,0,50,51362.5,2582,0.60394883,0,2,0
5.81,1,40,51359,2583,0.60394883,0,2,0
5.81,0,33.5,51344,2581,0.60394883,0,2,0
5.81,0,50,51300.5,2580,0.60394883,0,2,0
5.81,0,50,51255.5,2575,0.60394883,0,2,0
5.81,0,50,51205,2573,0.60394883,0,2,0
5.81,0,50,51169.5,2573,0.60394883,0,2,0
5.81,0,50,51158,2579,0.60394883,0,2,0
5.81,0,50,51169,2579,0.60394883,0,2,0
5.81,0,50,51186.5,2577,0.60394883,0,2,0
5.81,0,40,51224.5,2578,0.60394883,0,2,0
5.81,0,50,51233,2579,0.60394883,0,2,0
5.81,0,50,51226,2580,0.60394883,0,2,0
5.81,0,39.75,51240,2576,0.60394883,0,2,0
5.81,0,50,51218,2576,0.60394883,0,2,0
5.81,0,50,51184,2573,0.60394883,0,2,0
5.81,0,50,51146.5,2573,0.60394883,0,2,0
5.81,0,50,51117.5,2571,0.60394883,0,2,0
5.81,0,50,51099.5,2572,0.60394883,0,2,0
5.81,0,40,51104,2573,0.60394883,0,2,0
5.81,0,40,51122,2575,0.60394883,0,2,0
5.81,0,50,51129.5,2574,0.60394883,0,2,0
5.81,0,49.5,51119,2572,0.60394883,0,2,0
5.81,0,33.75,51138.5,2571,0.60394883,0,2,0
5.81,0,40,51174.5,2584,0.60394883,0,2,0
5.81,0,36.75,51233.5,2584,0.60394883,0,2,0
5.81,1,26,51335.5,2587,0.60394883,0,2,0
5.81,0,50,51367.5,2584,0.60394883,0,2,0
5.81,0,50,51357,2581,0.60394883,0,2,0
5.81,0,50,51319.5,2581,0.60394883,0,2,0
5.81,0,35.25,51297,2578,0.60394883,0,2,0
5.81,0,50,51254,2577,0.60394883,0,2,0
5.81,0,40,51234,2576,0.60394883,0,2,0
5.81,0,50,51216,2580,0.60394883,0,2,0
5.81,0,50,51205.5,2579,0.60394883,0,2,0
5.81,0,50,51219.5,2580,0.60394883,0,2,0
5.81,0,50,51241,2578,0.60394883,0,2,0
5.81,0,50,51228.5,2579,0.60394883,0,2,0
5.81,1,40,51255,2581,0.60394883,0,2,0
5.81,0,50,51230,2577,0.60394883,0,2,0
5.81,0,40,51229.5,2577,0.60394883,0,2,0
5.81,0,50,51215,2576,0.60394883,0,2,0
5.81,0,50,51188,2579,0.60394883,0,2,0
5.81,0,40,51223.5,2582,0.60394883,0,2,0
5.81,0,50,51214,2575,0.60394883,0,2,0
5.81,0,50,51219,2578,0.60394883,0,2,0
5.81,0,50,51223.5,2580,0.60394883,0,2,0
5.81,0,50,51218.5,2580,0.60394883,0,2,0
5.81,0,43.75,51232.5,2577,0.60394883,0,2,0
5.81,0,46.75,51231,2578,0.60394883,0,2,0
5.81,0,50,51205.5,2576,0.60394883,0,2,0
5.81,1,38.75,51206.5,2581,0.60394883,0,2,0
5.81,0,50,51208.5,2578,0.60394883,0,2,0
5.81,0,50,51214.5,2579,0.60394883,0,2,0
5.81,0,50,51243,2584,0.60394883,0,2,0
5.81,0,50,51280,2584,0.60394883,0,2,0
5.81,0,50,51293.5,2583,0.60394883,0,2,0
5.81,0,50,51306,2581,0.60394883,0,2,0
5.81,0,50,51280.5,2576,0.60394883,0,2,0
5.81,0,35.5,51266.5,2577,0.60394883,0,2,0
5.81,0,50,51217,2574,0.60394883,0,2,0
5.81,0,50,51163.5,2573,0.60394883,0,2,0
5.81,0,40,51176.5,2579,0.60394883,0,2,0
5.81,0,50,51177.5,2578,0.60394883,0,2,0
5.81,0,40,51204.5,2579,0.60394883,0,2,0
5.81,0,40,51243,2579,0.60394883,0,2,0
5.81,1,40,51251.5,2578,0.60394883,0,2,0
5.81,0,50,51250.5,2579,0.60394883,0,2,0
