K,unsatisfied,payoffs,TotalBM,GreenPatches,beta.i,k.i,numLoggers,numCheaters
6.077,13,-39.5972973,1299,308,0.40459582,9.064864865,185,5
6.077,6,-39.78176796,1489,332,0.40944234,8.922651934,181,4
6.077,7,-38.46111111,1385.5,304,0.4141973,9.022222222,180,1
6.077,14,-39.10893855,1218.5,289,0.41372081,9.17877095,179,1
6.077,12,-40.22443182,1217.5,274,0.41103262,9.039772727,176,3
6.077,9,-40.01445087,1197,278,0.416786,9.046242775,173,3
6.077,12,-39.89244186,1241,299,0.41804468,9.052325581,172,1
6.077,13,-39.38392857,1316,296,0.41549974,8.869047619,168,4
6.077,14,-38.22121212,1276,301,0.41052127,8.939393939,165,3
6.077,15,-38.56441718,1292.5,287,0.40959807,9.079754601,163,2
6.077,13,-38.984375,1356.5,311,0.40476475,9.175,160,3
6.077,9,-37.90189873,1400,323,0.40493554,9.113924051,158,2
6.077,10,-37.06774194,1225.5,287,0.40275406,9.019354839,155,3
6.077,11,-38.70394737,1375.5,313,0.40040202,8.822368421,152,3
6.077,11,-37.44370861,1366,304,0.39738297,8.754966887,151,1
6.077,6,-37.13945578,1412,322,0.38432305,8.530612245,147,4
6.077,16,-37.47959184,1709.5,368,0.38648744,8.897959184,147,0
6.077,9,-34.18439716,1707,344,0.38519059,8.524822695,141,6
6.077,13,-33.83333333,1488.5,323,0.38213581,8.80141844,141,0
6.077,11,-35.15942029,1395,319,0.37540578,8.688405797,138,3
6.077,8,-36.83333333,1748.5,369,0.37046118,8.614814815,135,3
6.077,8,-33.6119403,1872.5,382,0.37224467,8.776119403,134,1
6.077,11,-31.70676692,1687,353,0.37131735,8.872180451,133,1
6.077,13,-33.57251908,1564.5,328,0.36649335,8.847328244,131,2
6.077,12,-34.44230769,1571,335,0.36748533,8.915384615,130,1
6.077,11,-33.70866142,1545,332,0.36929016,8.811023622,127,3
6.077,11,-33.98015873,1553,321,0.37170972,8.904761905,126,1
6.077,14,-34.82,1697,349,0.37114594,8.984,125,1
6.077,11,-33.23140496,1674,322,0.37193237,8.818181818,121,4
6.077,11,-33.27118644,1721.5,348,0.37560048,8.847457627,118,3
6.077,11,-30.73913043,1641.5,352,0.368998,8.808695652,115,3
6.077,13,-31.21052632,1673.5,359,0.36541223,8.921052632,114,1
6.077,10,-32.08636364,1823,352,0.35957984,8.472727273,110,4
6.077,7,-30.85909091,1826.5,357,0.36211308,8.590909091,110,0
6.077,14,-31.42592593,2131.5,393,0.35846616,8.685185185,108,2
6.077,11,-27.54716981,2072,366,0.35003589,8.537735849,106,2
6.077,10,-27.51980198,2060.5,400,0.33766673,8.079207921,101,5
6.077,13,-26.57291667,2089.5,383,0.33076986,7.458333333,96,5
6.077,15,-27.60526316,2428.5,420,0.33714709,7.642105263,95,2
6.077,11,-24.40217391,2510,417,0.34079975,7.456521739,92,3
6.077,13,-24.47777778,2792.5,461,0.33206713,7.422222222,90,2
6.077,12,-22.53409091,3156.5,490,0.34365756,7.454545455,88,2
6.077,14,-21.60119048,3640,517,0.32593544,7.130952381,84,4
6.077,12,-14.87195122,3850.5,576,0.31181319,6.987804878,82,2
6.077,18,-13.57692308,4294,594,0.30341118,6.435897436,78,4
6.077,19,-15.46710526,5084,644,0.31584136,6.460526316,76,2
6.077,18,-10.50694444,5977,719,0.29514957,6.097222222,72,4
6.077,23,-11.16666667,7079.5,765,0.28490029,5.884057971,69,3
6.077,18,-7.090909091,8444,864,0.27932843,5.439393939,66,3
6.077,16,-4.53968254,10154,1000,0.28017717,5,63,3
6.077,21,-4.74137931,12314,1134,0.2416091,3.965517241,58,5
6.077,19,-1.767857143,14935.5,1275,0.23081196,3.5,56,2
6.077,14,10.13888889,17097,1376,0.22542408,2.944444444,54,2
6.077,23,7.566037736,19442.5,1475,0.22862507,2.622641509,53,1
6.077,13,11.63461538,21553,1559,0.18062292,2.019230769,52,1
6.077,16,12.93137255,23425.5,1632,0.18158089,1.549019608,51,1
6.077,11,17.92156863,24970,1718,0.17973483,1.352941176,51,0
6.077,13,16.92156863,26604,1790,0.1794377,1.352941176,51,0
6.077,13,18.79411765,28066,1856,0.17336277,1.117647059,51,0
6.077,16,15.78431373,29553.5,1902,0.16551664,0.960784314,51,0
6.077,8,23.42156863,30391,1918,0.17032793,0.941176471,51,0
6.077,15,22.31372549,31039.5,1952,0.17106387,1.019607843,51,0
6.077,9,21.02941176,31769,1994,0.17086936,1.019607843,51,0
6.077,8,26.20588235,32202.5,2003,0.16060135,1.019607843,51,0
6.077,17,23.04901961,32732.5,2024,0.16176315,0.882352941,51,0
6.077,7,24.31372549,33131,2036,0.15887767,0.823529412,51,0
6.077,12,25.16666667,33392.5,2035,0.15959132,0.784313725,51,0
6.077,13,28.33333333,33359.5,2022,0.15928713,0.745098039,51,0
6.077,14,25.99019608,33366,2017,0.15303106,0.823529412,51,0
6.077,12,27.06862745,33215.5,2010,0.16731378,0.823529412,51,0
6.077,10,26.79411765,33221.5,2025,0.16664095,0.784313725,51,0
6.077,11,26.86,33303.5,2027,0.14577632,0.32,50,1
6.077,4,25.79,33431.5,2026,0.14345215,0.32,50,0
6.077,11,25.86,33518,2016,0.1377093,0.32,50,0
6.077,7,26.87,33509,2024,0.1377093,0.32,50,0
6.077,13,23.46,33626.5,2038,0.14942905,0.32,50,0
6.077,10,25.17,33646,2036,0.14739217,0.16,50,0
6.077,11,23.67,33800.5,2047,0.13000114,0,50,0
6.077,9,25.46,33793.5,2033,0.12596081,0,50,0
6.077,13,20.84,33983,2042,0.13021197,0,50,0
6.077,5,28.24,33829.5,2046,0.1210625,0,50,0
6.077,10,26.92,33798.5,2053,0.12006222,0,50,0
6.077,9,29.33,33763,2053,0.12349473,0,50,0
6.077,18,24.6,33871.5,2041,0.12349473,0,50,0
6.077,9,28.41,33761.5,2047,0.10735008,0,50,0
6.077,10,26.5,33774.5,2046,0.11446268,0,50,0
6.077,9,29.64,33681,2043,0.11518719,0,50,0
6.077,11,26.64,33774,2041,0.11167554,0,50,0
6.077,9,27.89,33729,2042,0.11243931,0,50,0
6.077,5,26.83,33845,2061,0.12481542,0,50,0
6.077,15,25.64,34045.5,2061,0.12460459,0,50,0
6.077,7,31.43,33855,2035,0.13079427,0,50,0
6.077,14,26.14,33798,2015,0.12581519,0,50,0
6.077,7,27.35,33644,2039,0.11821583,0,50,0
6.077,8,25.94,33655.5,2047,0.11254455,0,50,0
6.077,13,23,33883.5,2059,0.11628014,0,50,0
6.077,13,25.11,34057,2069,0.12239245,0,50,0
6.077,15,25.73,34207.5,2063,0.12211668,0,50,0
6.077,15,20.55,34441,2063,0.11748494,0,50,0
6.077,15,22.2,34456,2055,0.11109686,0,50,0
6.077,12,23.69,34323,2020,0.11786553,0,50,0
6.077,11,24.81,33988,2020,0.10904846,0,50,0
6.077,6,29.6,33582,2027,0.10680969,0,50,0
6.077,9,25.93,33414.5,2024,0.11461988,0,50,0
6.077,15,24.94,33425.5,2027,0.11302396,0,50,0
6.077,15,21.71,33600,2033,0.10728111,0,50,0
6.077,11,21.63,33784.5,2037,0.10728111,0,50,0
6.077,7,24.81,33785,2037,0.11906471,0,50,0
6.077,6,31.03,33382,1999,0.12517702,0,50,0
6.077,13,27.09,33296.5,2010,0.12623075,0,50,0
6.077,12,29.84,33097,2017,0.11227224,0,50,0
6.077,11,27.97,33021.5,2000,0.11517491,0,50,0
6.077,12,24.55,33083,2003,0.10600206,0,50,0
6.077,9,28.96,32968.5,2017,0.10333331,0,50,0
6.077,7,28.31,32973.5,2010,0.10333331,0,50,0
6.077,11,24.5,33194.5,2027,0.1111435,0,50,0
6.077,12,24.54,33432.5,2038,0.11280343,0,50,0
6.077,6,28.16,33468.5,2052,0.10010369,0,50,0
6.077,11,24.49,33675.5,2043,0.09205568,0,50,0
6.077,9,25.43,33826.5,2042,0.09595863,0,50,0
6.077,12,25.58,33847,2024,0.09132689,0,50,0
6.077,8,26.7,33599,2001,0.08086826,0,50,0
6.077,11,28.81,33365,2015,0.08384007,0,50,0
6.077,12,25.05,33287.5,2012,0.07466721,0,50,0
6.077,7,27.39,33220,2026,0.06982884,0,50,0
6.077,11,25.08,33389,2045,0.06907817,0,50,0
6.077,12,27.6,33551,2059,0.07546625,0,50,0
6.077,7,24.52,33919.5,2065,0.06765607,0,50,0
6.077,5,29.04,33909,2050,0.07867589,0,50,0
6.077,10,25.05,33966,2036,0.08327312,0,50,0
6.077,10,28.71,33777.5,2029,0.08327312,0,50,0
6.077,12,27.92,33476,1994,0.08794413,0,50,0
6.077,13,26.14,33222,1985,0.08696953,0,50,0
6.077,8,30.25,32895,1990,0.08213115,0,50,0
6.077,10,30.21,32633.5,1995,0.07111133,0,50,0
6.077,15,24.23,32787.5,2004,0.06813952,0,50,0
6.077,6,29.66,32782,2008,0.06175144,0,50,0
6.077,11,26.08,32919,2015,0.06979945,0,50,0
6.077,9,27,32964,2003,0.07300909,0,50,0
6.077,12,26.25,33218.5,2039,0.06658649,0,50,0
6.077,6,29.04,33216.5,2010,0.06658649,0,50,0
6.077,9,28.4,33220,2020,0.07032208,0,50,0
6.077,10,24.15,33479.5,2033,0.0813419,0,50,0
6.077,8,25.78,33605,2043,0.08772998,0,50,0
6.077,11,26.18,33768.5,2061,0.09577799,0,50,0
6.077,10,25.38,33922.5,2051,0.08938991,0,50,0
6.077,4,26.33,33940.5,2034,0.08911415,0,50,0
6.077,13,23.61,33994,2033,0.0844824,0,50,0
6.077,12,22.84,33962.5,2034,0.084863,0,50,0
6.077,7,29.78,33728,2060,0.08482848,0,50,0
6.077,12,24.47,33741,2046,0.08573775,0,50,0
6.077,9,25.41,33846.5,2059,0.07492875,0,50,0
6.077,12,24.86,34006.5,2042,0.07492875,0,50,0
6.077,14,25.65,33993.5,2048,0.07685724,0,50,0
6.077,10,27.71,33810,2031,0.07689176,0,50,0
6.077,14,26.14,33718,2034,0.08400435,0,50,0
6.077,5,24.65,33748.5,2042,0.08403886,0,50,0
6.077,8,27.81,33680,2050,0.08331435,0,50,0
6.077,11,25.35,33776.5,2051,0.07620176,0,50,0
6.077,11,27.89,33865.5,2046,0.08258984,0,50,0
6.077,6,31.62,33702.5,2039,0.08628624,0,50,0
6.077,7,27.51,33745.5,2047,0.0816545,0,50,0
6.077,17,22.47,34055,2068,0.08135143,0,50,0
6.077,8,28.29,34000.5,2052,0.07859044,0,50,0
6.077,15,25.01,34150,2060,0.07468321,0,50,0
6.077,9,24.45,34201,2061,0.07468321,0,50,0
6.077,10,27.34,34021,2042,0.07468321,0,50,0
6.077,10,27.72,33820,2033,0.07077597,0,50,0
6.077,8,28.8,33672,2036,0.07077597,0,50,0
6.077,9,29.26,33543,2029,0.07077597,0,50,0
6.077,7,29.21,33504.5,2029,0.07540772,0,50,0
6.077,11,23.81,33688.5,2033,0.06829513,0,50,0
6.077,5,29.55,33431.5,2016,0.0572753,0,50,0
6.077,10,26.57,33356,2008,0.05748613,0,50,0
6.077,10,28.19,33218.5,2019,0.05748613,0,50,0
6.077,9,27.67,33211.5,2023,0.05037354,0,50,0
6.077,9,24.34,33491.5,2046,0.05037354,0,50,0
6.077,12,24.28,33767.5,2056,0.05113731,0,50,0
6.077,9,24.67,33990,2053,0.05380606,0,50,0
6.077,9,26.64,33983,2041,0.04989882,0,50,0
6.077,13,23.35,34020.5,2035,0.04668919,0,50,0
6.077,5,31.33,33636,2025,0.04865219,0,50,0
6.077,17,24.56,33636.5,2037,0.05646237,0,50,0
6.077,8,27.11,33469,2018,0.05964082,0,50,0
6.077,10,26.98,33376.5,2013,0.05500907,0,50,0
6.077,12,24.42,33412,2018,0.06015051,0,50,0
6.077,9,28.06,33303,2023,0.06453692,0,50,0
6.077,10,29.15,33257.5,2027,0.06522691,0,50,0
6.077,9,28.75,33268,2022,0.06059517,0,50,0
6.077,10,25.56,33501,2054,0.04957534,0,50,0
6.077,10,24.61,33813,2070,0.05123527,0,50,0
6.077,10,26.83,33980,2064,0.05444823,0,50,0
6.077,13,24.34,34174.5,2051,0.0434284,0,50,0
6.077,9,29.68,34001,2045,0.03879666,0,50,0
6.077,7,27.8,33871.5,2036,0.03879666,0,50,0
6.077,8,24.74,33912.5,2051,0.03098647,0,50,0
6.077,9,28.07,33860.5,2051,0.03561822,0,50,0
6.077,12,24.64,33957.5,2050,0.0434284,0,50,0
6.077,12,26.84,33949.5,2046,0.04270389,0,50,0
6.077,13,25.13,33980,2051,0.03810666,0,50,0
6.077,12,25.29,33989.5,2051,0.0413163,0,50,0
6.077,13,25.86,33971,2045,0.04842889,0,50,0
6.077,7,28.66,33851,2042,0.04452594,0,50,0
6.077,8,29.1,33721,2052,0.04915768,0,50,0
6.077,13,25.8,33793.5,2048,0.05237064,0,50,0
6.077,10,24.63,33857,2037,0.06018083,0,50,0
6.077,9,26.59,33727,2010,0.06141932,0,50,0
6.077,13,24.07,33540.5,2012,0.06141932,0,50,0
6.077,11,24.29,33524.5,2032,0.05975938,0,50,0
6.077,8,24.83,33604,2050,0.0641803,0,50,0
6.077,13,23.7,33788,2052,0.07520013,0,50,0
6.077,11,24.53,34067.5,2061,0.07523464,0,50,0
6.077,12,24.08,34176.5,2041,0.07595915,0,50,0
6.077,9,27.22,34032.5,2038,0.0791376,0,50,0
6.077,14,24.23,34026,2050,0.08234723,0,50,0
6.077,5,31.85,33693,2040,0.07132741,0,50,0
6.077,12,25.92,33732.5,2041,0.07616578,0,50,0
6.077,9,26.45,33764,2043,0.07616578,0,50,0
6.077,11,24.76,33881.5,2040,0.07295614,0,50,0
6.077,16,21.54,34208,2073,0.07613459,0,50,0
6.077,11,25.33,34306.5,2056,0.07295614,0,50,0
6.077,14,27.4,34162.5,2039,0.07295614,0,50,0
6.077,4,31.3,33779,2027,0.07295614,0,50,0
6.077,10,26.53,33547,2012,0.08130722,0,50,0
6.077,10,29.57,33306,2035,0.08130722,0,50,0
6.077,13,26.88,33261.5,2020,0.07809427,0,50,0
6.077,9,26.73,33301.5,2025,0.07028408,0,50,0
6.077,9,25.79,33479,2040,0.06568685,0,50,0
6.077,6,29.41,33361.5,2037,0.06496234,0,50,0
6.077,7,29.88,33380,2040,0.06033059,0,50,0
6.077,11,26.15,33633,2053,0.05960608,0,50,0
6.077,6,26.39,33743,2056,0.05960608,0,50,0
6.077,11,26.59,33803,2037,0.0706259,0,50,0
6.077,17,23.11,33812.5,2016,0.07383554,0,50,0
6.077,9,27.2,33595,2027,0.0814349,0,50,0
6.077,11,26.57,33454,2022,0.08903426,0,50,0
6.077,14,25.76,33333.5,2010,0.08903426,0,50,0
6.077,9,24.59,33404.5,2020,0.07801443,0,50,0
6.077,7,28.75,33270,2017,0.07159184,0,50,0
6.077,14,25.34,33278,2009,0.06696009,0,50,0
6.077,13,26.51,33204.5,1995,0.07013853,0,50,0
6.077,7,29.39,32996.5,1995,0.07013853,0,50,0
6.077,10,26.04,32949.5,2011,0.06944854,0,50,0
6.077,11,27.26,32904.5,1995,0.0655413,0,50,0
6.077,9,29.28,32724,1982,0.06875094,0,50,0
6.077,8,28.5,32713,1995,0.07656113,0,50,0
6.077,14,21.7,32971,1992,0.07192938,0,50,0
6.077,10,22.71,33055.5,2009,0.07123939,0,50,0
6.077,7,25.7,33206,2032,0.07051487,0,50,0
6.077,11,23.74,33346,2014,0.07051487,0,50,0
6.077,10,24.65,33372,2011,0.0815347,0,50,0
6.077,13,26.65,33353.5,2024,0.07051487,0,50,0
6.077,14,24.72,33401,2025,0.06340228,0,50,0
6.077,12,26.64,33477.5,2033,0.06340228,0,50,0
6.077,9,25.83,33590,2032,0.06267777,0,50,0
6.077,11,25.47,33611,2021,0.06267777,0,50,0
6.077,7,28.46,33437.5,2013,0.07048796,0,50,0
6.077,11,26.49,33322.5,2008,0.07418436,0,50,0
6.077,11,23.29,33425.5,2033,0.07487436,0,50,0
6.077,7,27.29,33482,2046,0.07487436,0,50,0
6.077,13,22.28,33830,2062,0.06848628,0,50,0
6.077,8,31.27,33717.5,2044,0.06206369,0,50,0
6.077,9,27.58,33799,2038,0.06206369,0,50,0
6.077,18,20.86,34106,2066,0.06206369,0,50,0
6.077,8,25.95,34054.5,2046,0.05816073,0,50,0
6.077,8,29.06,33707.5,2012,0.05104814,0,50,0
6.077,10,26.61,33572.5,2039,0.04323795,0,50,0
6.077,15,22.9,33787,2064,0.05425778,0,50,0
6.077,5,27.99,33752,2050,0.05425778,0,50,0
6.077,11,25.54,33865.5,2027,0.05816501,0,50,0
6.077,11,28.67,33705,2020,0.05819953,0,50,0
6.077,12,25.54,33615,2024,0.05429657,0,50,0
6.077,13,22.81,33699.5,2033,0.04648638,0,50,0
6.077,5,32.79,33388,2030,0.05111813,0,50,0
6.077,14,22.55,33646.5,2034,0.05571536,0,50,0
6.077,10,27.17,33691.5,2056,0.04790517,0,50,0
6.077,9,26.49,33817,2056,0.04790517,0,50,0
6.077,9,26.18,33804.5,2021,0.04859517,0,50,0
6.077,5,25.65,33781.5,2030,0.05640536,0,50,0
6.077,10,28.13,33669,2043,0.0595838,0,50,0
6.077,10,27.25,33592,2044,0.05885929,0,50,0
6.077,8,31.89,33434.5,2036,0.05495205,0,50,0
6.077,17,22.27,33805.5,2054,0.0581305,0,50,0
6.077,11,28.68,33764,2042,0.0581305,0,50,0
6.077,16,22.28,34005.5,2041,0.0581305,0,50,0
6.077,11,20.61,34200.5,2040,0.0581305,0,50,0
6.077,8,24.45,34123.5,2043,0.05882049,0,50,0
6.077,7,31.08,33790.5,2048,0.05584868,0,50,0
6.077,12,27.21,33793.5,2061,0.04482885,0,50,0
6.077,8,29.37,33823,2061,0.05263904,0,50,0
6.077,8,29.1,33797.5,2031,0.0494294,0,50,0
6.077,12,24.24,33944,2042,0.0494294,0,50,0
6.077,11,27.19,33844.5,2026,0.05333664,0,50,0
6.077,9,27.24,33692,2021,0.050127,0,50,0
6.077,8,29.03,33475,2020,0.05402995,0,50,0
6.077,17,23.51,33602,2038,0.05012272,0,50,0
6.077,7,27.95,33644,2052,0.05654532,0,50,0
6.077,13,25.62,33807,2046,0.05723531,0,50,0
6.077,6,31.11,33734.5,2045,0.0650455,0,50,0
6.077,14,23.82,33977.5,2059,0.0650455,0,50,0
6.077,11,24.43,34274.5,2097,0.05723531,0,50,0
6.077,10,26.4,34582.5,2107,0.06114255,0,50,0
6.077,7,28.03,34647,2079,0.06114255,0,50,0
6.077,11,26.22,34645,2061,0.0650455,0,50,0
6.077,13,24.22,34490.5,2046,0.0650455,0,50,0
6.077,8,26.36,34239,2059,0.06894845,0,50,0
6.077,10,29.22,33945.5,2054,0.06894845,0,50,0
6.077,8,26.77,33920,2039,0.06252586,0,50,0
6.077,11,24.61,33905.5,2025,0.05471567,0,50,0
6.077,9,24.13,33917.5,2036,0.05861863,0,50,0
6.077,9,24.9,33792.5,2025,0.06252586,0,50,0
6.077,10,25.48,33652.5,2021,0.05792863,0,50,0
6.077,12,26.44,33498,2024,0.06894845,0,50,0
6.077,14,22.85,33555,2034,0.06435122,0,50,0
6.077,9,27.35,33509.5,2015,0.06117278,0,50,0
6.077,12,26.88,33541,2035,0.05015296,0,50,0
6.077,14,23.58,33712.5,2038,0.05015296,0,50,0
6.077,10,29.95,33542.5,2028,0.05015296,0,50,0
6.077,12,22.75,33890,2072,0.05406019,0,50,0
6.077,8,25.53,34096.5,2074,0.05796314,0,50,0
6.077,8,26.05,34260.5,2062,0.05723863,0,50,0
6.077,9,25,34375,2059,0.04942844,0,50,0
6.077,10,27.37,34290,2071,0.04942844,0,50,0
6.077,11,25.31,34257.5,2051,0.05333568,0,50,0
6.077,9,25.88,34180,2047,0.04552549,0,50,0
6.077,10,30.66,33794,2017,0.04552549,0,50,0
6.077,16,26.97,33545.5,2021,0.0377153,0,50,0
6.077,12,27.48,33374.5,2014,0.03380807,0,50,0
6.077,12,27.84,33345.5,2051,0.03380807,0,50,0
6.077,14,22.7,33766,2061,0.02990511,0,50,0
6.077,9,26.41,33945,2066,0.02990511,0,50,0
6.077,10,28.48,34053.5,2062,0.02599788,0,50,0
6.077,9,25.52,34152,2049,0.03380807,0,50,0
6.077,9,25.29,34095.5,2039,0.02990083,0,50,0
6.077,9,26.07,34026.5,2058,0.0259936,0,50,0
6.077,5,31,33817,2065,0.02208637,0,50,0
6.077,13,24,34048,2067,0.02139637,0,50,0
6.077,9,27.31,34097,2056,0.02139637,0,50,0
6.077,9,28.14,33977,2035,0.02139637,0,50,0
6.077,17,26.06,33860,2028,0.01037654,0,50,0
6.077,12,23.67,33823.5,2039,0.00716359,0,50,0
6.077,7,27.41,33744.5,2054,0.00716359,0,50,0
6.077,7,31.08,33525,2028,0.01106654,0,50,0
6.077,6,28.4,33504,2037,0.01106654,0,50,0
6.077,15,22.45,33831.5,2034,0.01424498,0,50,0
6.077,8,27.03,33669.5,2025,0.00964775,0,50,0
6.077,7,28.28,33459.5,2013,0.00574052,0,50,0
6.077,9,26.63,33335,2007,0.01037226,0,50,0
6.077,15,26.04,33284.5,2027,0.01358522,0,50,0
6.077,10,29.03,33172,2016,0.00895347,0,50,0
6.077,10,26.66,33263.5,2021,0.00114329,0,50,0
6.077,13,24.06,33502.5,2027,-0.0066669,0,50,0
6.077,4,26.53,33411.5,2001,-0.0144771,0,50,0
6.077,9,27.15,33356.5,2028,-0.0144771,0,50,0
6.077,11,24.21,33493.5,2041,-0.0151671,0,50,0
6.077,7,23.59,33753,2070,-0.0073569,0,50,0
6.077,7,25.73,33886.5,2054,0.00366293,0,50,0
6.077,8,29.44,33868,2050,0.00366293,0,50,0
6.077,8,26.94,33944,2055,-0.0073569,0,50,0
6.077,14,26.9,34000,2060,4.53E-04,0,50,0
6.077,10,25.96,34023.5,2030,4.53E-04,0,50,0
6.077,8,28.34,33742.5,2011,4.53E-04,0,50,0
6.077,13,23.3,33700,2019,0.00826348,0,50,0
6.077,13,25.91,33563.5,2024,0.00826348,0,50,0
6.077,12,24.13,33513.5,2017,0.00826348,0,50,0
6.077,9,29.9,33175.5,1997,0.00826348,0,50,0
6.077,11,26.57,33109.5,2002,0.00826348,0,50,0
6.077,14,26.15,33032.5,1989,4.53E-04,0,50,0
6.077,10,22.7,33211.5,2026,0.00826348,0,50,0
6.077,7,27.61,33272,2044,0.00826348,0,50,0
6.077,11,22.22,33633,2054,0.01286071,0,50,0
6.077,8,24.96,33891,2055,0.0206709,0,50,0
6.077,12,27.73,33943.5,2046,0.02848108,0,50,0
6.077,6,29.77,33800.5,2025,0.03238404,0,50,0
6.077,10,28.34,33582,2014,0.03556248,0,50,0
6.077,16,23.2,33530,2008,0.04337267,0,50,0
6.077,17,21.12,33616,2027,0.04727562,0,50,0
6.077,8,29.04,33353,2009,0.03946543,0,50,0
6.077,7,25.4,33445.5,2033,0.0348682,0,50,0
6.077,5,28.77,33350.5,2019,0.02705801,0,50,0
6.077,14,26.15,33553.5,2053,0.02705801,0,50,0
6.077,15,24.29,33848,2052,0.02705801,0,50,0
6.077,9,24.45,34001,2054,0.02705801,0,50,0
6.077,14,24.51,34090,2038,0.0348682,0,50,0
6.077,8,24.19,34004.5,2027,0.0348682,0,50,0
6.077,13,25.83,33757,2015,0.03096097,0,50,0
6.077,5,29.05,33344.5,2002,0.02705801,0,50,0
6.077,8,27.78,33159,2006,0.03027097,0,50,0
6.077,13,25.45,33089.5,2009,0.03417393,0,50,0
6.077,8,28.06,32915.5,1998,0.03027097,0,50,0
6.077,9,26.1,32929.5,1989,0.03027097,0,50,0
6.077,7,28.22,32916.5,2019,0.03027097,0,50,0
6.077,11,27.7,32940,2011,0.03027097,0,50,0
6.077,11,26.78,33071,2023,0.0412908,0,50,0
6.077,13,24.33,33378.5,2042,0.03348061,0,50,0
6.077,8,24.82,33614.5,2045,0.02957338,0,50,0
6.077,15,23.33,33946.5,2067,0.02957338,0,50,0
6.077,10,29.83,33912.5,2055,0.03738356,0,50,0
6.077,9,25.81,33962,2038,0.03417393,0,50,0
6.077,9,26.37,33899,2030,0.02636374,0,50,0
6.077,13,24.42,33880.5,2039,0.02636374,0,50,0
6.077,8,29.71,33570.5,2024,0.01855355,0,50,0
6.077,5,25.99,33513.5,2026,0.01855355,0,50,0
